word	frequency	category
construe	263	010-All or unspecified lines
theamount	263	010-All or unspecified lines
construct	263	010-All or unspecified lines
lowincome	262	010-All or unspecified lines
enterprise	262	010-All or unspecified lines
assign	260	010-All or unspecified lines
refuse	259	010-All or unspecified lines
supp	259	010-All or unspecified lines
derive	258	010-All or unspecified lines
next	257	010-All or unspecified lines
york	257	010-All or unspecified lines
suspension	257	010-All or unspecified lines
north	257	010-All or unspecified lines
instrument	257	010-All or unspecified lines
consist	256	010-All or unspecified lines
close	255	010-All or unspecified lines
annually	254	010-All or unspecified lines
renewal	254	010-All or unspecified lines
point	253	010-All or unspecified lines
pending	253	010-All or unspecified lines
save	253	010-All or unspecified lines
single	253	010-All or unspecified lines
remedy	252	010-All or unspecified lines
third	252	010-All or unspecified lines
disposition	252	010-All or unspecified lines
six	252	010-All or unspecified lines
thirty	252	010-All or unspecified lines
knowingly	251	010-All or unspecified lines
primary	250	010-All or unspecified lines
cash	249	010-All or unspecified lines
expiration	249	010-All or unspecified lines
guardian	249	010-All or unspecified lines
initiate	248	010-All or unspecified lines
race	247	010-All or unspecified lines
extend	246	010-All or unspecified lines
environmental	246	010-All or unspecified lines
majority	246	010-All or unspecified lines
violence	246	010-All or unspecified lines
short	246	010-All or unspecified lines
staff	246	010-All or unspecified lines
test	245	010-All or unspecified lines
eligibility	245	010-All or unspecified lines
common	245	010-All or unspecified lines
driver	245	010-All or unspecified lines
table	245	010-All or unspecified lines
orother	244	010-All or unspecified lines
book	244	010-All or unspecified lines
relation	244	010-All or unspecified lines
allowance	243	010-All or unspecified lines
relative	242	010-All or unspecified lines
recommend	241	010-All or unspecified lines
nature	240	010-All or unspecified lines
history	240	010-All or unspecified lines
retailer	240	010-All or unspecified lines
pursuantto	239	010-All or unspecified lines
attempt	239	010-All or unspecified lines
technology	237	010-All or unspecified lines
reference	237	010-All or unspecified lines
component	237	010-All or unspecified lines
cite	237	010-All or unspecified lines
theinternal	236	010-All or unspecified lines
confidential	235	010-All or unspecified lines
appointment	235	010-All or unspecified lines
technical	235	010-All or unspecified lines
boat	235	010-All or unspecified lines
exclusive	235	010-All or unspecified lines
profit	235	010-All or unspecified lines
post	235	010-All or unspecified lines
relevant	234	010-All or unspecified lines
merger	234	010-All or unspecified lines
boundary	234	010-All or unspecified lines
indicate	234	010-All or unspecified lines
andthe	234	010-All or unspecified lines
space	234	010-All or unspecified lines
correction	233	010-All or unspecified lines
underthis	233	010-All or unspecified lines
discharge	232	010-All or unspecified lines
operator	232	010-All or unspecified lines
possess	232	010-All or unspecified lines
carrier	231	010-All or unspecified lines
sex	231	010-All or unspecified lines
substantial	231	010-All or unspecified lines
withthe	231	010-All or unspecified lines
amendedto	231	010-All or unspecified lines
regardless	230	010-All or unspecified lines
revised	230	010-All or unspecified lines
sufficient	230	010-All or unspecified lines
owe	230	010-All or unspecified lines
park	230	010-All or unspecified lines
insection	230	010-All or unspecified lines
entry	230	010-All or unspecified lines
transmit	229	010-All or unspecified lines
balance	228	010-All or unspecified lines
regulate	228	010-All or unspecified lines
patient	228	010-All or unspecified lines
remit	228	010-All or unspecified lines
summary	227	010-All or unspecified lines
reimbursement	227	010-All or unspecified lines
cooperative	227	010-All or unspecified lines
fire	226	010-All or unspecified lines
thischapter	226	010-All or unspecified lines
south	226	010-All or unspecified lines
plead	226	010-All or unspecified lines
estimate	225	010-All or unspecified lines
visitation	225	010-All or unspecified lines
transmission	225	010-All or unspecified lines
incorporation	225	010-All or unspecified lines
open	224	010-All or unspecified lines
call	223	010-All or unspecified lines
handgun	223	010-All or unspecified lines
asfollows	223	010-All or unspecified lines
origin	223	010-All or unspecified lines
customer	222	010-All or unspecified lines
infrastructure	220	010-All or unspecified lines
street	220	010-All or unspecified lines
convention	220	010-All or unspecified lines
superintendent	220	010-All or unspecified lines
whenever	220	010-All or unspecified lines
higher	219	010-All or unspecified lines
language	219	010-All or unspecified lines
lead	219	010-All or unspecified lines
mortgage	218	010-All or unspecified lines
thecommission	218	010-All or unspecified lines
charitable	218	010-All or unspecified lines
print	217	010-All or unspecified lines
quality	217	010-All or unspecified lines
rules	216	010-All or unspecified lines
utilize	216	010-All or unspecified lines
believe	216	010-All or unspecified lines
circuit	215	010-All or unspecified lines
equivalent	215	010-All or unspecified lines
oversight	214	010-All or unspecified lines
paper	214	010-All or unspecified lines
surplus	214	010-All or unspecified lines
designee	214	010-All or unspecified lines
exclusively	214	010-All or unspecified lines
fulltime	213	010-All or unspecified lines
constitution	212	010-All or unspecified lines
generate	212	010-All or unspecified lines
internalrevenue	212	010-All or unspecified lines
inaccordance	211	010-All or unspecified lines
completion	211	010-All or unspecified lines
weapon	211	010-All or unspecified lines
september	211	010-All or unspecified lines
multiply	211	010-All or unspecified lines
best	210	010-All or unspecified lines
revocation	210	010-All or unspecified lines
nebraska	210	010-All or unspecified lines
plaintiff	209	010-All or unspecified lines
obligee	209	010-All or unspecified lines
sponsor	209	010-All or unspecified lines
whole	209	010-All or unspecified lines
inspection	209	010-All or unspecified lines
capacity	208	010-All or unspecified lines
revise	208	010-All or unspecified lines
island	208	010-All or unspecified lines
dependent	208	010-All or unspecified lines
together	207	010-All or unspecified lines
computation	207	010-All or unspecified lines
qualified	206	010-All or unspecified lines
inthis	206	010-All or unspecified lines
threat	206	010-All or unspecified lines
ofa	205	010-All or unspecified lines
advance	205	010-All or unspecified lines
firm	205	010-All or unspecified lines
demand	205	010-All or unspecified lines
franchise	205	010-All or unspecified lines
promote	205	010-All or unspecified lines
advisory	204	010-All or unspecified lines
ofsection	204	010-All or unspecified lines
expire	203	010-All or unspecified lines
river	203	010-All or unspecified lines
fix	202	010-All or unspecified lines
traffic	202	010-All or unspecified lines
recognition	201	010-All or unspecified lines
client	201	010-All or unspecified lines
imprisonment	201	010-All or unspecified lines
branch	201	010-All or unspecified lines
manage	200	010-All or unspecified lines
guard	200	010-All or unspecified lines
longterm	200	010-All or unspecified lines
commerce	199	010-All or unspecified lines
bonus	199	010-All or unspecified lines
thatthe	198	010-All or unspecified lines
different	198	010-All or unspecified lines
denial	198	010-All or unspecified lines
inform	198	010-All or unspecified lines
forfeit	198	010-All or unspecified lines
attributable	198	010-All or unspecified lines
guideline	197	010-All or unspecified lines
mississippi	197	010-All or unspecified lines
effort	197	010-All or unspecified lines
growth	196	010-All or unspecified lines
president	196	010-All or unspecified lines
recovery	196	010-All or unspecified lines
incentive	196	010-All or unspecified lines
allowable	196	010-All or unspecified lines
way	196	010-All or unspecified lines
accompany	196	010-All or unspecified lines
people	195	010-All or unspecified lines
statutory	195	010-All or unspecified lines
response	195	010-All or unspecified lines
fraud	195	010-All or unspecified lines
letter	195	010-All or unspecified lines
dollars	195	010-All or unspecified lines
execute	195	010-All or unspecified lines
documentation	194	010-All or unspecified lines
combine	194	010-All or unspecified lines
creditor	194	010-All or unspecified lines
consultation	193	010-All or unspecified lines
cent	193	010-All or unspecified lines
evaluation	192	010-All or unspecified lines
discretion	192	010-All or unspecified lines
asdefined	192	010-All or unspecified lines
whichever	192	010-All or unspecified lines
bear	192	010-All or unspecified lines
lender	192	010-All or unspecified lines
industry	192	010-All or unspecified lines
march	191	010-All or unspecified lines
wag	191	010-All or unspecified lines
childsupport	190	010-All or unspecified lines
physician	189	010-All or unspecified lines
publication	189	010-All or unspecified lines
participation	189	010-All or unspecified lines
proper	189	010-All or unspecified lines
particular	189	010-All or unspecified lines
fromthe	188	010-All or unspecified lines
substitute	188	010-All or unspecified lines
convert	188	010-All or unspecified lines
recreational	188	010-All or unspecified lines
defer	187	010-All or unspecified lines
religious	186	010-All or unspecified lines
disable	186	010-All or unspecified lines
recover	186	010-All or unspecified lines
solid	186	010-All or unspecified lines
fair	186	010-All or unspecified lines
replacement	186	010-All or unspecified lines
