A_WEBC_URL	STATE	ICS_SCC	ICS_LOBS
2015/I_AB_1327.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1327.html	NY	720-Information practices	
2015/I_AB_1328.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1328.html	NY	960-Federal Law citations	
2015/I_AB_1328.html	NY	840-Government agencies	
2015/I_AB_1328.html	NY	300-The policy	
2015/I_AB_1328.html	NY	065-Health service corporations	
2015/I_AB_1328.html	NY	080-Group insurance (all lines)	
2015/I_AB_1329.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1329.html	NY	700-Trade practices	Personal P&C
2015/I_AB_1329.html	NY	580-Fees and taxes	Life
2015/I_AB_1329.html	NY	300-The policy	Health
2015/I_AB_1329.html	NY	010-All/unspecified lines	Commercial P&C
2015/I_AB_1329.html	NY	940-Model Laws	
2015/I_AB_1335.html	NY	010-All/unspecified lines	Commercial P&C
2015/I_AB_1335.html	NY	720-Information practices	Health
2015/I_AB_1335.html	NY	940-Model Laws	
2015/I_AB_1335.html	NY	840-Government agencies	Personal P&C
2015/I_AB_1335.html	NY	800-Legal procedure / proceedings	Life
2015/I_AB_1340.html	NY	010-All/unspecified lines	Commercial P&C
2015/I_AB_1340.html	NY	700-Trade practices	Health
2015/I_AB_1340.html	NY	840-Government agencies	
2015/I_AB_1340.html	NY	800-Legal procedure / proceedings	Personal P&C
2015/I_AB_1340.html	NY	720-Information practices	Life
2015/I_AB_135.html	NY	060-Health insurance / insurers	Health
2015/I_AB_135.html	NY	065-Health service corporations	
2015/I_AB_135.html	NY	080-Group insurance (all lines)	
2015/I_AB_135.html	NY	300-The policy	
2015/I_AB_135.html	NY	840-Government agencies	
2015/I_AB_1354.html	NY	299-Miscellaneous lines	Commercial P&C
2015/I_AB_1354.html	NY	580-Fees and taxes	
2015/I_AB_1354.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1358.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1358.html	NY	065-Health service corporations	
2015/I_AB_1358.html	NY	080-Group insurance (all lines)	
2015/I_AB_1358.html	NY	300-The policy	
2015/I_AB_1358.html	NY	720-Information practices	
2015/I_AB_1358.html	NY	800-Legal procedure / proceedings	
2015/I_AB_136.html	NY	840-Government agencies	Life
2015/I_AB_136.html	NY	700-Trade practices	Health
2015/I_AB_136.html	NY	010-All/unspecified lines	Commercial P&C
2015/I_AB_1366.html	NY	065-Health service corporations	
2015/I_AB_1366.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1366.html	NY	080-Group insurance (all lines)	
2015/I_AB_1366.html	NY	300-The policy	
2015/I_AB_1371.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1371.html	NY	300-The policy	
2015/I_AB_1371.html	NY	080-Group insurance (all lines)	
2015/I_AB_1371.html	NY	065-Health service corporations	
2015/I_AB_1386.html	NY	840-Government agencies	
2015/I_AB_1386.html	NY	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_AB_1386.html	NY	300-The policy	
2015/I_AB_139.html	NY	060-Health insurance / insurers	Health
2015/I_AB_139.html	NY	080-Group insurance (all lines)	
2015/I_AB_139.html	CA	020-Life insurance / insurers	Health
2015/I_AB_139.html	NY	580-Fees and taxes	
2015/I_AB_139.html	CA	060-Health insurance / insurers	Life
2015/I_AB_139.html	CA	065-Health service corporations	Personal P&C
2015/I_AB_139.html	CA	080-Group insurance (all lines)	
2015/I_AB_139.html	CA	140-Automobile insurance / insurers	
2015/I_AB_139.html	CA	300-The policy	
2015/I_AB_139.html	CA	580-Fees and taxes	
2015/I_AB_139.html	CA	800-Legal procedure / proceedings	
2015/I_AB_139.html	CA	820-Trusts and estates	
2015/I_AB_139.html	CA	840-Government agencies	
2015/I_AB_139.html	CA	010-All/unspecified lines	Commercial P&C
2015/I_AB_1392.html	NY	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_1392.html	NY	800-Legal procedure / proceedings	Personal P&C
2015/I_AB_14.html	NV	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_AB_14.html	NV	840-Government agencies	
2015/I_AB_1402.html	CA	010-All/unspecified lines	Commercial P&C
2015/I_AB_1402.html	CA	800-Legal procedure / proceedings	Health
2015/I_AB_1406.html	CA	720-Information practices	
2015/I_AB_1406.html	CA	580-Fees and taxes	
2015/I_AB_1406.html	CA	560-Finance and investments	
2015/I_AB_1406.html	CA	240-Suretyship	Commercial P&C
2015/I_AB_1406.html	CA	840-Government agencies	
2015/I_AB_1411.html	NY	500-Corporate organization and governance	
2015/I_AB_1411.html	NY	840-Government agencies	
2015/I_AB_1411.html	NY	065-Health service corporations	
2015/I_AB_1411.html	NY	080-Group insurance (all lines)	
2015/I_AB_1411.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1415.html	NY	840-Government agencies	Life
2015/I_AB_1415.html	NY	800-Legal procedure / proceedings	Health
2015/I_AB_1415.html	NY	010-All/unspecified lines	Commercial P&C
2015/I_AB_1422.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1422.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1422.html	NY	065-Health service corporations	
2015/I_AB_1422.html	NY	080-Group insurance (all lines)	
2015/I_AB_1422.html	NY	450-Other representatives	
2015/I_AB_1422_R_6.html	CA	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_1422_R_6.html	CA	300-The policy	Personal P&C
2015/I_AB_1422_R_6.html	CA	720-Information practices	
2015/I_AB_1425.html	CA	400-Insurance representatives	
2015/I_AB_1425.html	CA	300-The policy	
2015/I_AB_1425.html	CA	065-Health service corporations	
2015/I_AB_1425.html	CA	060-Health insurance / insurers	Health
2015/I_AB_1425.html	CA	960-Federal Law citations	
2015/I_AB_1425.html	CA	840-Government agencies	
2015/I_AB_1425.html	CA	800-Legal procedure / proceedings	
2015/I_AB_1425.html	CA	080-Group insurance (all lines)	
2015/I_AB_143.html	NV	300-The policy	
2015/I_AB_143.html	WI	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_143.html	NV	840-Government agencies	
2015/I_AB_143.html	NV	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_143.html	NV	290-Self insurance / insurers	Personal P&C
2015/I_AB_143.html	NV	720-Information practices	
2015/I_AB_145.html	NV	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_145.html	NV	840-Government agencies	
2015/I_AB_145.html	NV	580-Fees and taxes	Personal P&C
2015/I_AB_146.html	NY	840-Government agencies	
2015/I_AB_146.html	NY	100-Property and fire insurance / insurers	Commercial P&C
2015/I_AB_146.html	NY	140-Automobile insurance / insurers	Personal P&C
2015/I_AB_146.html	NY	800-Legal procedure / proceedings	
2015/I_AB_146.html	NY	400-Insurance representatives	
2015/I_AB_146.html	NY	300-The policy	
2015/I_AB_1462.html	NY	360-Filing and reporting requirements	
2015/I_AB_1462.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1462.html	NY	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_1463.html	NY	080-Group insurance (all lines)	
2015/I_AB_1463.html	NY	300-The policy	
2015/I_AB_1463.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1463.html	NY	065-Health service corporations	
2015/I_AB_147.html	NY	800-Legal procedure / proceedings	
2015/I_AB_147.html	NY	010-All/unspecified lines	Commercial P&C
2015/I_AB_147.html	NY	580-Fees and taxes	Life
2015/I_AB_147.html	NY	700-Trade practices	Personal P&C
2015/I_AB_147.html	NY	300-The policy	Health
2015/I_AB_1471.html	NY	080-Group insurance (all lines)	
2015/I_AB_1471.html	NY	300-The policy	
2015/I_AB_1471.html	NY	840-Government agencies	
2015/I_AB_1471.html	CA	010-All/unspecified lines	Commercial P&C
2015/I_AB_1471.html	CA	500-Corporate organization and governance	Health
2015/I_AB_1471.html	CA	580-Fees and taxes	Life
2015/I_AB_1471.html	CA	620-Financial institutions	Personal P&C
2015/I_AB_1471.html	CA	640-General business / corporation law	
2015/I_AB_1471.html	CA	840-Government agencies	
2015/I_AB_1471.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1471.html	NY	065-Health service corporations	
2015/I_AB_1480.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1480.html	NY	065-Health service corporations	
2015/I_AB_1480.html	NY	080-Group insurance (all lines)	
2015/I_AB_1480.html	NY	450-Other representatives	
2015/I_AB_1480.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1492.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1492.html	NY	065-Health service corporations	
2015/I_AB_1492.html	NY	080-Group insurance (all lines)	
2015/I_AB_1492.html	NY	300-The policy	
2015/I_AB_1492.html	NY	840-Government agencies	
2015/I_AB_15.html	CA	060-Health insurance / insurers	Life
2015/I_AB_15.html	CA	020-Life insurance / insurers	Health
2015/I_AB_15.html	CA	065-Health service corporations	Commercial P&C
2015/I_AB_15.html	CA	080-Group insurance (all lines)	
2015/I_AB_15.html	CA	125-Professional liability insurance / insurers	
2015/I_AB_15.html	CA	700-Trade practices	
2015/I_AB_15.html	CA	840-Government agencies	
2015/I_AB_15.html	CA	800-Legal procedure / proceedings	
2015/I_AB_15.html	CA	720-Information practices	
2015/I_AB_15.html	CA	300-The policy	
2015/I_AB_15.html	CA	580-Fees and taxes	
2015/I_AB_15.html	CA	040-Annuities	
2015/I_AB_1502.html	NY	060-Health insurance / insurers	Commercial P&C
2015/I_AB_1502.html	NY	065-Health service corporations	Health
2015/I_AB_1502.html	NY	840-Government agencies	
2015/I_AB_1502.html	NY	080-Group insurance (all lines)	
2015/I_AB_1502.html	NY	120-Casualty and liability insurance / insurers	
2015/I_AB_1502.html	NY	125-Professional liability insurance / insurers	
2015/I_AB_1502.html	NY	300-The policy	
2015/I_AB_1507.html	CA	960-Federal Law citations	
2015/I_AB_1507.html	CA	840-Government agencies	
2015/I_AB_1507.html	CA	300-The policy	
2015/I_AB_1507.html	CA	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_AB_1509_R_1.html	CA	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_AB_1509_R_1.html	CA	720-Information practices	
2015/I_AB_1509_R_1.html	CA	800-Legal procedure / proceedings	
2015/I_AB_1509_R_1.html	CA	840-Government agencies	
2015/I_AB_1512.html	CA	060-Health insurance / insurers	Health
2015/I_AB_1512.html	CA	065-Health service corporations	Personal P&C
2015/I_AB_1512.html	CA	100-Property and fire insurance / insurers	
2015/I_AB_1512.html	CA	140-Automobile insurance / insurers	
2015/I_AB_1512.html	CA	300-The policy	
2015/I_AB_1512.html	CA	720-Information practices	
2015/I_AB_1513.html	CA	840-Government agencies	
2015/I_AB_1513.html	CA	800-Legal procedure / proceedings	
2015/I_AB_1513.html	CA	760-Premium rates / rating organizations	
2015/I_AB_1513.html	CA	560-Finance and investments	
2015/I_AB_1513.html	CA	360-Filing and reporting requirements	
2015/I_AB_1513.html	CA	300-The policy	
2015/I_AB_1513.html	CA	220-Reinsurance / reinsurers	
2015/I_AB_1513.html	CA	160-Workers compensation insurance / insurers	
2015/I_AB_1513.html	CA	003-Statutory repeals	Commercial P&C
2015/I_AB_1513.html	CA	720-Information practices	
2015/I_AB_1514_R_1.html	CA	700-Trade practices	
2015/I_AB_1514_R_1.html	CA	300-The policy	
2015/I_AB_1514_R_1.html	CA	080-Group insurance (all lines)	
2015/I_AB_1514_R_1.html	CA	065-Health service corporations	
2015/I_AB_1514_R_1.html	CA	060-Health insurance / insurers	Health
2015/I_AB_1514_R_1.html	CA	840-Government agencies	
2015/I_AB_1515.html	CA	040-Annuities	Personal P&C
2015/I_AB_1515.html	CA	060-Health insurance / insurers	
2015/I_AB_1515.html	CA	065-Health service corporations	
2015/I_AB_1515.html	CA	080-Group insurance (all lines)	
2015/I_AB_1515.html	CA	140-Automobile insurance / insurers	
2015/I_AB_1515.html	CA	280-Surplus lines	
2015/I_AB_1515.html	CA	300-The policy	
2015/I_AB_1515.html	CA	360-Filing and reporting requirements	
2015/I_AB_1515.html	CA	400-Insurance representatives	
2015/I_AB_1515.html	CA	560-Finance and investments	
2015/I_AB_1515.html	CA	580-Fees and taxes	
2015/I_AB_1515.html	CA	700-Trade practices	
2015/I_AB_1515.html	CA	720-Information practices	
2015/I_AB_1515.html	CA	760-Premium rates / rating organizations	
2015/I_AB_1515.html	CA	800-Legal procedure / proceedings	
2015/I_AB_1515.html	CA	840-Government agencies	
2015/I_AB_1515.html	CA	200-Title insurance / insurers	
2015/I_AB_1515.html	CA	299-Miscellaneous lines	
2015/I_AB_1515.html	CA	240-Suretyship	
2015/I_AB_1515.html	CA	100-Property and fire insurance / insurers	
2015/I_AB_1515.html	CA	004-Duedates	Commercial P&C
2015/I_AB_1515.html	CA	010-All/unspecified lines	Health
2015/I_AB_1515.html	CA	020-Life insurance / insurers	Life
2015/I_AB_1521_R_2.html	CA	840-Government agencies	
2015/I_AB_1521_R_2.html	CA	800-Legal procedure / proceedings	
2015/I_AB_1521_R_2.html	CA	720-Information practices	
2015/I_AB_1521_R_2.html	CA	580-Fees and taxes	
2015/I_AB_1521_R_2.html	CA	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_AB_1521_R_2.html	CA	960-Federal Law citations	
2015/I_AB_1525.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1525.html	NY	720-Information practices	
2015/I_AB_1525.html	NY	300-The policy	
2015/I_AB_1525.html	NY	080-Group insurance (all lines)	
2015/I_AB_1525.html	NY	065-Health service corporations	
2015/I_AB_1525.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1525.html	NY	840-Government agencies	
2015/I_AB_1533.html	NY	065-Health service corporations	
2015/I_AB_1533.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1533.html	NY	080-Group insurance (all lines)	
2015/I_AB_1533.html	NY	300-The policy	
2015/I_AB_1533.html	NY	840-Government agencies	
2015/I_AB_1534.html	NY	840-Government agencies	
2015/I_AB_1534.html	NY	720-Information practices	
2015/I_AB_1534.html	NY	560-Finance and investments	
2015/I_AB_1534.html	NY	300-The policy	
2015/I_AB_1534.html	NY	290-Self insurance / insurers	
2015/I_AB_1534.html	NY	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_AB_1534.html	NY	360-Filing and reporting requirements	
2015/I_AB_1535.html	NY	125-Professional liability insurance / insurers	Commercial P&C
2015/I_AB_1535.html	NY	800-Legal procedure / proceedings	
2015/I_AB_1537.html	NY	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_1537.html	NY	300-The policy	Personal P&C
2015/I_AB_154.html	NY	800-Legal procedure / proceedings	
2015/I_AB_154.html	NY	580-Fees and taxes	
2015/I_AB_154.html	NY	060-Health insurance / insurers	Health
2015/I_AB_154.html	NY	080-Group insurance (all lines)	
2015/I_AB_154.html	NY	840-Government agencies	
2015/I_AB_154.html	NY	065-Health service corporations	
2015/I_AB_1540.html	NY	080-Group insurance (all lines)	
2015/I_AB_1540.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1540.html	NY	065-Health service corporations	
2015/I_AB_1540.html	NY	300-The policy	
2015/I_AB_1541.html	CA	065-Health service corporations	Life
2015/I_AB_1541.html	CA	060-Health insurance / insurers	Health
2015/I_AB_1541.html	CA	010-All/unspecified lines	Commercial P&C
2015/I_AB_1541.html	CA	960-Federal Law citations	
2015/I_AB_1541.html	NY	760-Premium rates / rating organizations	
2015/I_AB_1541.html	CA	720-Information practices	
2015/I_AB_1541.html	CA	620-Financial institutions	
2015/I_AB_1541.html	CA	300-The policy	
2015/I_AB_1541.html	CA	080-Group insurance (all lines)	Personal P&C
2015/I_AB_1541.html	NY	840-Government agencies	
2015/I_AB_1541.html	NY	880-Risk sharing plans	
2015/I_AB_1541.html	CA	840-Government agencies	
2015/I_AB_1541.html	NY	300-The policy	
2015/I_AB_1541.html	NY	125-Professional liability insurance / insurers	Commercial P&C
2015/I_AB_1542.html	CA	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_AB_1542.html	CA	840-Government agencies	
2015/I_AB_1545.html	CA	840-Government agencies	
2015/I_AB_1545.html	CA	580-Fees and taxes	
2015/I_AB_1545.html	CA	560-Finance and investments	
2015/I_AB_1545.html	CA	500-Corporate organization and governance	
2015/I_AB_1545.html	CA	120-Casualty and liability insurance / insurers	
2015/I_AB_1545.html	CA	100-Property and fire insurance / insurers	Commercial P&C
2015/I_AB_1548.html	NY	060-Health insurance / insurers	Health
2015/I_AB_1548.html	NY	065-Health service corporations	
2015/I_AB_1548.html	NY	080-Group insurance (all lines)	
2015/I_AB_1548.html	NY	840-Government agencies	
2015/I_AB_158.html	NY	700-Trade practices	Health
2015/I_AB_158.html	NY	010-All/unspecified lines	Commercial P&C
2015/I_AB_158.html	NY	800-Legal procedure / proceedings	Personal P&C
2015/I_AB_158.html	NY	720-Information practices	Life
2015/I_AB_1584.html	NY	140-Automobile insurance / insurers	Commercial P&C
2015/I_AB_159.html	CA	060-Health insurance / insurers	Health
2015/I_AB_159.html	CA	065-Health service corporations	
2015/I_AB_159.html	CA	320-Mandated health benefits	
2015/I_AB_159.html	CA	300-The policy	
2015/I_AB_159.html	CA	080-Group insurance (all lines)	
2015/I_AB_1598.html	NY	360-Filing and reporting requirements	
2015/I_AB_1598.html	NY	760-Premium rates / rating organizations	
2015/I_AB_1598.html	NY	100-Property and fire insurance / insurers	Personal P&C
2015/I_AB_1598.html	NY	300-The policy	
2015/I_AB_160.html	CA	010-All/unspecified lines	Commercial P&C
2015/I_AB_160.html	CA	800-Legal procedure / proceedings	Health
2015/I_AB_160.html	CA	840-Government agencies	Life
2015/I_AB_160.html	WI	120-Casualty and liability insurance / insurers	Commercial P&C
2015/I_AB_160.html	WI	840-Government agencies	
2015/I_AB_160.html	WI	800-Legal procedure / proceedings	
2015/I_AB_1627.html	NY	840-Government agencies	
2015/I_AB_1627.html	NY	300-The policy	
2015/I_AB_1627.html	NY	160-Workers compensation insurance / insurers	Commercial P&C
2015/I_AB_163.html	WI	960-Federal Law citations	
2015/I_AB_163.html	WI	840-Government agencies	
2015/I_AB_163.html	WI	800-Legal procedure / proceedings	
2015/I_AB_163.html	WI	720-Information practices	
2015/I_AB_163.html	WI	620-Financial institutions	
2015/I_AB_163.html	WI	580-Fees and taxes	
2015/I_AB_163.html	WI	560-Finance and investments	
2015/I_AB_163.html	WI	500-Corporate organization and governance	
2015/I_AB_163.html	WI	450-Other representatives	
2015/I_AB_163.html	WI	300-The policy	
2015/I_AB_163.html	WI	080-Group insurance (all lines)	Personal P&C
2015/I_AB_163.html	WI	065-Health service corporations	Life
2015/I_AB_163.html	WI	060-Health insurance / insurers	Health
2015/I_AB_163.html	WI	010-All/unspecified lines	Commercial P&C
2015/I_AB_164.html	NV	300-The policy	
2015/I_AB_164.html	NV	800-Legal procedure / proceedings	
2015/I_AB_164.html	NV	125-Professional liability insurance / insurers	
2015/I_AB_164.html	NV	840-Government agencies	
2015/I_AB_164.html	NV	060-Health insurance / insurers	Commercial P&C
2015/I_AB_164.html	NV	700-Trade practices	
